"Country Name","Country Code","Indicator Name","Indicator Code","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Djibouti","DJI","CPIA macroeconomic management rating (1=low to 6=high)","IQ.CPA.MACR.XQ","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","4","4","3.5","3.5",
"Djibouti","DJI","CPIA policies for social inclusion/equity cluster average (1=low to 6=high)","IQ.CPA.SOCI.XQ","3.1","3.1","3","3","3.2","3.3","3.1","3.1","3","3","3","3","3","3.1","3.2","3.4","3.4","3.4",
"Djibouti","DJI","CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","IQ.CPA.ENVR.XQ","3","3","3","3","3.5","3.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5",
"Djibouti","DJI","CPIA property rights and rule-based governance rating (1=low to 6=high)","IQ.CPA.PROP.XQ","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","3","3","3","3","3",
"Djibouti","DJI","CPIA public sector management and institutions cluster average (1=low to 6=high)","IQ.CPA.PUBS.XQ","2.8","2.8","2.8","2.8","2.8","2.8","2.8","2.6","2.7","2.7","2.7","2.7","2.7","3","3.1","3.2","3.1","3.1",
"Djibouti","DJI","CPIA quality of budgetary and financial management rating (1=low to 6=high)","IQ.CPA.FINQ.XQ","3","3","3","3","3","3","3","2","2.5","2.5","2.5","2.5","2.5","3","3","3","3","3",
"Djibouti","DJI","CPIA quality of public administration rating (1=low to 6=high)","IQ.CPA.PADM.XQ","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","3","3.5","3.5","3.5","3.5",
"Djibouti","DJI","CPIA social protection rating (1=low to 6=high)","IQ.CPA.PROT.XQ","3","3","3","3","3","3.5","3.5","3.5","3","3","3","3","3","3","3","3.5","3.5","3.5",
"Djibouti","DJI","CPIA structural policies cluster average (1=low to 6=high)","IQ.CPA.STRC.XQ","3.5","3.5","3.66666666666667","3.7","3.66666666666667","3.5","3.66666666666667","3.5","3.5","3.5","3.16667","3.16667","3.16666666666667","3.33333333333333","3.333333","3.16666666666667","3.166667","3.166667",
"Djibouti","DJI","CPIA trade rating (1=low to 6=high)","IQ.CPA.TRAD.XQ","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3.5","3.5","3.5",
"Djibouti","DJI","CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)","IQ.CPA.TRAN.XQ","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","3","3","3",
"Djibouti","DJI","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","3.14166666666667","3.05833333333333","3.075","3.1","3.16666666666667","3.15","3.18333333333333","3.09166666666667","3.09166666666667","3.05","2.96667","2.96667","2.96666666666667","3.10833333333333","3.2","3.23333333333333","3.083333","3.083333",
"Dominica","DMA","CPIA building human resources rating (1=low to 6=high)","IQ.CPA.HRES.XQ","4","4","4","4","4","4","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5",
"Dominica","DMA","CPIA business regulatory environment rating (1=low to 6=high)","IQ.CPA.BREG.XQ","4.5","4.5","4.5","4.5","4.5","4.5","4","4","4","4","4","4","3.5","3.5","3.5","3.5","3.5","3.5",
"Dominica","DMA","CPIA debt policy rating (1=low to 6=high)","IQ.CPA.DEBT.XQ","3","3","3","3","3","3","3.5","3.5","3.5","3.5","3","3","3","3","3","3","3","3",
"Dominica","DMA","CPIA economic management cluster average (1=low to 6=high)","IQ.CPA.ECON.XQ","3.66666666666667","3.83333333333333","3.83333333333333","3.8","3.83333333333333","3.83333333333333","3.83333333333333","3.83333333333333","3.83333333333333","3.83333","3.66667","3.5","3.5","3.5","3.833333","3.83333333333333","3.833333","3.833333",
"Dominica","DMA","CPIA efficiency of revenue mobilization rating (1=low to 6=high)","IQ.CPA.REVN.XQ","3.5","3.5","4","4","4","4","4","4","4","4","4","4","4","4","3.5","3.5","3.5","3.5",
"Dominica","DMA","CPIA equity of public resource use rating (1=low to 6=high)","IQ.CPA.PRES.XQ","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3","3","3","3","3","3","3","3","3",
"Dominica","DMA","CPIA financial sector rating (1=low to 6=high)","IQ.CPA.FINS.XQ","4","4","4","4","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5",
"Dominica","DMA","CPIA fiscal policy rating (1=low to 6=high)","IQ.CPA.FISP.XQ","4","4.5","4.5","4.5","4.5","4.5","4","4","4","4","4","4","4","4","4","4","4","4",
"Dominica","DMA","CPIA gender equality rating (1=low to 6=high)","IQ.CPA.GNDR.XQ","4.5","4","3.5","3.5","3.5","3","3.5","3","3","3","3","3","3","3","3","3","3","3",
"Dominica","DMA","CPIA macroeconomic management rating (1=low to 6=high)","IQ.CPA.MACR.XQ","4","4","4","4","4","4","4","4","4","4","4","3.5","3.5","3.5","4.5","4.5","4.5","4.5",
"Dominica","DMA","CPIA policies for social inclusion/equity cluster average (1=low to 6=high)","IQ.CPA.SOCI.XQ","3.7","3.7","3.6","3.6","3.6","3.5","3.7","3.6","3.6","3.5","3.4","3.4","3.4","3.4","3.4","3.4","3.4","3.4",
"Dominica","DMA","CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","IQ.CPA.ENVR.XQ","3","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5",
"Dominica","DMA","CPIA property rights and rule-based governance rating (1=low to 6=high)","IQ.CPA.PROP.XQ","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4",
"Dominica","DMA","CPIA public sector management and institutions cluster average (1=low to 6=high)","IQ.CPA.PUBS.XQ","3.6","3.6","3.8","3.8","3.8","3.9","3.8","3.8","3.8","3.8","3.8","3.7","3.7","3.7","3.7","3.7","3.7","3.7",
"Dominica","DMA","CPIA quality of budgetary and financial management rating (1=low to 6=high)","IQ.CPA.FINQ.XQ","3","3","3.5","3.5","3.5","4","3.5","3.5","3.5","3.5","3.5","3","3","3","3.5","3.5","3.5","3.5",
"Dominica","DMA","CPIA quality of public administration rating (1=low to 6=high)","IQ.CPA.PADM.XQ","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5",
"Dominica","DMA","CPIA social protection rating (1=low to 6=high)","IQ.CPA.PROT.XQ","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3","3","3","3","3","3","3","3",
"Dominica","DMA","CPIA structural policies cluster average (1=low to 6=high)","IQ.CPA.STRC.XQ","4.16666666666667","4.16666666666667","4.16666666666667","4.2","4","4","3.83333333333333","3.83333333333333","3.83333333333333","3.83333","3.83333","3.83333","3.66666666666667","3.66666666666667","3.666667","3.66666666666667","3.666667","3.666667",
"Dominica","DMA","CPIA trade rating (1=low to 6=high)","IQ.CPA.TRAD.XQ","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4",
"Dominica","DMA","CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)","IQ.CPA.TRAN.XQ","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4",
"Dominica","DMA","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","3.78333333333333","3.825","3.85","3.9","3.80833333333333","3.80833333333333","3.79166666666667","3.76666666666667","3.76666666666667","3.74167","3.675","3.60833","3.56666666666667","3.56666666666667","3.65","3.65","3.65","3.65",
"Eritrea","ERI","CPIA building human resources rating (1=low to 6=high)","IQ.CPA.HRES.XQ","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3","3","3.5","3.5","3.5","3.5","3.5",
"Eritrea","ERI","CPIA business regulatory environment rating (1=low to 6=high)","IQ.CPA.BREG.XQ","2","2","2","2","2","2","2","2","1.5","1.5","1.5","1","1","1","1","1","1","1",
"Eritrea","ERI","CPIA debt policy rating (1=low to 6=high)","IQ.CPA.DEBT.XQ","2.5","2.5","2.5","2.5","1.5","1.5","1.5","1.5","1","1","1","1","1","1","1.5","1.5","1.5","1.5",
"Eritrea","ERI","CPIA economic management cluster average (1=low to 6=high)","IQ.CPA.ECON.XQ","2.16666666666667","2.16666666666667","2.16666666666667","2.2","1.83333333333333","1.83333333333333","1.83333333333333","1.5","1.33333333333333","1.33333","1.33333","1.33333333333333","1.33333333333333","1.33333333333333","1.5","1.5","1.5","1.5",
"Eritrea","ERI","CPIA efficiency of revenue mobilization rating (1=low to 6=high)","IQ.CPA.REVN.XQ","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3","3","2.5","2.5",
"Eritrea","ERI","CPIA equity of public resource use rating (1=low to 6=high)","IQ.CPA.PRES.XQ","3","3","3","3","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5",
"Eritrea","ERI","CPIA financial sector rating (1=low to 6=high)","IQ.CPA.FINS.XQ","2","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",
"Eritrea","ERI","CPIA fiscal policy rating (1=low to 6=high)","IQ.CPA.FISP.XQ","2","2","2","2","2","2","2","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5",
"Eritrea","ERI","CPIA gender equality rating (1=low to 6=high)","IQ.CPA.GNDR.XQ","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3","2.5","2.5","3","3","3","3","3",
"Eritrea","ERI","CPIA macroeconomic management rating (1=low to 6=high)","IQ.CPA.MACR.XQ","2","2","2","2","2","2","2","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5",
"Eritrea","ERI","CPIA policies for social inclusion/equity cluster average (1=low to 6=high)","IQ.CPA.SOCI.XQ","3.2","3","3","3","2.8","2.8","2.7","2.7","2.7","2.7","2.6","2.4","2.4","2.6","2.6","2.6","2.6","2.6",
"Eritrea","ERI","CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","IQ.CPA.ENVR.XQ","3","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2",
"Eritrea","ERI","CPIA property rights and rule-based governance rating (1=low to 6=high)","IQ.CPA.PROP.XQ","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","1.5",
"Eritrea","ERI","CPIA public sector management and institutions cluster average (1=low to 6=high)","IQ.CPA.PUBS.XQ","2.8","2.8","2.7","2.7","2.7","2.7","2.6","2.6","2.6","2.6","2.5","2.5","2.5","2.6","2.5","2.4","2.3","2.1",
"Eritrea","ERI","CPIA quality of budgetary and financial management rating (1=low to 6=high)","IQ.CPA.FINQ.XQ","2.5","2.5","2.5","2.5","2.5","2.5","2","2","2","2","2","2","2","2","2","1.5","1.5","1.5",
"Eritrea","ERI","CPIA quality of public administration rating (1=low to 6=high)","IQ.CPA.PADM.XQ","3","3","3","3","3","3","3","3","3","3","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5",
"Eritrea","ERI","CPIA social protection rating (1=low to 6=high)","IQ.CPA.PROT.XQ","3","3","3","3","2.5","2.5","2","2","2","2","2","2","2","2","2","2","2","2",
"Eritrea","ERI","CPIA structural policies cluster average (1=low to 6=high)","IQ.CPA.STRC.XQ","1.83333333333333","1.83333333333333","1.83333333333333","1.5","1.5","1.5","1.5","1.5","1.33333333333333","1.33333","1.33333","1.16666666666667","1.16666666666667","1.33333333333333","1.16666666666667","1.16666666666667","1.166667","1.166667",
"Eritrea","ERI","CPIA trade rating (1=low to 6=high)","IQ.CPA.TRAD.XQ","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","2","1.5","1.5","1.5","1.5",
"Eritrea","ERI","CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)","IQ.CPA.TRAN.XQ","2.5","2.5","2","2","2","2","2","2","2","2","2","2","2","2.5","2.5","2.5","2.5","2.5",
"Eritrea","ERI","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","2.5","2.45","2.425","2.3","2.20833333333333","2.20833333333333","2.15833333333333","2.075","1.99166666666667","1.99167","1.94167","1.85","1.85","1.96666666666667","1.94166666666667","1.91666666666667","1.891667","1.841667",
"Ethiopia","ETH","CPIA building human resources rating (1=low to 6=high)","IQ.CPA.HRES.XQ","3.5","3.5","4","4","4","4","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4","4",
"Ethiopia","ETH","CPIA business regulatory environment rating (1=low to 6=high)","IQ.CPA.BREG.XQ","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3","3","3","3.5","3.5","3.5","3.5",
"Ethiopia","ETH","CPIA debt policy rating (1=low to 6=high)","IQ.CPA.DEBT.XQ","3.5","3.5","3.5","3.5","3.5","3.5","4","4","4","4","4","4","3.5","3.5","3.5","3.5","3.5","3",
"Ethiopia","ETH","CPIA economic management cluster average (1=low to 6=high)","IQ.CPA.ECON.XQ","3.66666666666667","3.5","3.5","3.3","3.66666666666667","3.66666666666667","3.66666666666667","3.5","3.5","3.5","3.5","3.66666666666667","3.5","3.5","3.5","3.5","3.333333","3",
"Ethiopia","ETH","CPIA efficiency of revenue mobilization rating (1=low to 6=high)","IQ.CPA.REVN.XQ","4","4","4","4","3.5","3.5","3.5","4","4","4","4","4","4","3.5","3.5","3.5","3.5","3.5",
"Ethiopia","ETH","CPIA equity of public resource use rating (1=low to 6=high)","IQ.CPA.PRES.XQ","4.5","4.5","4.5","4.5","4.5","4.5","4","4","4","4","4","4","4","4","4","4","4","3.5",
"Ethiopia","ETH","CPIA financial sector rating (1=low to 6=high)","IQ.CPA.FINS.XQ","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3",
"Ethiopia","ETH","CPIA fiscal policy rating (1=low to 6=high)","IQ.CPA.FISP.XQ","4","4","4","4","4","4","4","3.5","3.5","3","3","3.5","3.5","3.5","3.5","3.5","3.5","3.5",
"Ethiopia","ETH","CPIA gender equality rating (1=low to 6=high)","IQ.CPA.GNDR.XQ","3","3","3","3","3","3","3","3","3","3","3","3","3","3.5","3.5","3.5","3","3",
"Ethiopia","ETH","CPIA macroeconomic management rating (1=low to 6=high)","IQ.CPA.MACR.XQ","3.5","3","3","2.5","3.5","3.5","3","3","3","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3","2.5",
"Ethiopia","ETH","CPIA policies for social inclusion/equity cluster average (1=low to 6=high)","IQ.CPA.SOCI.XQ","3.6","3.6","3.7","3.6","3.6","3.6","3.7","3.7","3.7","3.7","3.8","3.7","3.7","3.8","3.8","3.8","3.5","3.5",
"Ethiopia","ETH","CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","IQ.CPA.ENVR.XQ","3.5","3.5","3.5","3","3","3","3.5","3.5","3.5","3.5","4","3.5","3.5","3.5","3.5","3.5","3","3.5",
"Ethiopia","ETH","CPIA property rights and rule-based governance rating (1=low to 6=high)","IQ.CPA.PROP.XQ","2.5","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","2.5","2.5",
"Ethiopia","ETH","CPIA public sector management and institutions cluster average (1=low to 6=high)","IQ.CPA.PUBS.XQ","3.1","3.3","3.3","3.3","3.2","3.2","3.3","3.4","3.4","3.5","3.5","3.5","3.5","3.5","3.4","3.5","3.4","3.4",
"Ethiopia","ETH","CPIA quality of budgetary and financial management rating (1=low to 6=high)","IQ.CPA.FINQ.XQ","3.5","4","4","4","3.5","3.5","3.5","3.5","3.5","4","4","4","4","4","3.5","4","4","4",
"Ethiopia","ETH","CPIA quality of public administration rating (1=low to 6=high)","IQ.CPA.PADM.XQ","3","3","3","3","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","4","4","4","4","4",
"Ethiopia","ETH","CPIA social protection rating (1=low to 6=high)","IQ.CPA.PROT.XQ","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5",
"Ethiopia","ETH","CPIA structural policies cluster average (1=low to 6=high)","IQ.CPA.STRC.XQ","3.16666666666667","3.16666666666667","3.16666666666667","3.2","3.16666666666667","3.16666666666667","3.16666666666667","3.16666666666667","3.16666666666667","3.16666666666667","3.16667","3","3","3","3.16666666666667","3.33333333333333","3.333333","3.333333",
"Ethiopia","ETH","CPIA trade rating (1=low to 6=high)","IQ.CPA.TRAD.XQ","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3.5","3.5","3.5",
"Ethiopia","ETH","CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)","IQ.CPA.TRAN.XQ","2.5","2.5","2.5","2.5","2.5","2.5","3","3","3","3","3","3","3","3","3","3","3","3",
"Ethiopia","ETH","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","3.38333333333333","3.39166666666667","3.41666666666667","3.4","3.40833333333333","3.40833333333333","3.45833333333333","3.44166666666667","3.44166666666667","3.46666666666667","3.49167","3.46666666666667","3.425","3.45","3.46666666666667","3.53333333333333","3.391667","3.308333",
"Fiji","FJI","CPIA building human resources rating (1=low to 6=high)","IQ.CPA.HRES.XQ","","","","","","","","","","","","","","","","3.5","3.5","3.5",
"Fiji","FJI","CPIA business regulatory environment rating (1=low to 6=high)","IQ.CPA.BREG.XQ","","","","","","","","","","","","","","","","3","3","3",
"Fiji","FJI","CPIA debt policy rating (1=low to 6=high)","IQ.CPA.DEBT.XQ","","","","","","","","","","","","","","","","3.5","3.5","3.5",
"Fiji","FJI","CPIA economic management cluster average (1=low to 6=high)","IQ.CPA.ECON.XQ","","","","","","","","","","","","","","","","3.16666666666667","3.166667","3.166667",
"Fiji","FJI","CPIA efficiency of revenue mobilization rating (1=low to 6=high)","IQ.CPA.REVN.XQ","","","","","","","","","","","","","","","","3.5","3.5","3.5",
"Fiji","FJI","CPIA equity of public resource use rating (1=low to 6=high)","IQ.CPA.PRES.XQ","","","","","","","","","","","","","","","","4","4","4",
"Fiji","FJI","CPIA financial sector rating (1=low to 6=high)","IQ.CPA.FINS.XQ","","","","","","","","","","","","","","","","3.5","3.5","3.5",
"Fiji","FJI","CPIA fiscal policy rating (1=low to 6=high)","IQ.CPA.FISP.XQ","","","","","","","","","","","","","","","","3","3","3",
"Fiji","FJI","CPIA gender equality rating (1=low to 6=high)","IQ.CPA.GNDR.XQ","","","","","","","","","","","","","","","","4","4","4",
"Fiji","FJI","CPIA macroeconomic management rating (1=low to 6=high)","IQ.CPA.MACR.XQ","","","","","","","","","","","","","","","","3","3","3",
"Fiji","FJI","CPIA policies for social inclusion/equity cluster average (1=low to 6=high)","IQ.CPA.SOCI.XQ","","","","","","","","","","","","","","","","3.8","3.8","3.8",
"Fiji","FJI","CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","IQ.CPA.ENVR.XQ","","","","","","","","","","","","","","","","4","4","4",
"Fiji","FJI","CPIA property rights and rule-based governance rating (1=low to 6=high)","IQ.CPA.PROP.XQ","","","","","","","","","","","","","","","","3","3","3",
"Fiji","FJI","CPIA public sector management and institutions cluster average (1=low to 6=high)","IQ.CPA.PUBS.XQ","","","","","","","","","","","","","","","","3.2","3.3","3.2",
"Fiji","FJI","CPIA quality of budgetary and financial management rating (1=low to 6=high)","IQ.CPA.FINQ.XQ","","","","","","","","","","","","","","","","2.5","3","2.5",
"Fiji","FJI","CPIA quality of public administration rating (1=low to 6=high)","IQ.CPA.PADM.XQ","","","","","","","","","","","","","","","","3.5","3.5","3.5",
"Fiji","FJI","CPIA social protection rating (1=low to 6=high)","IQ.CPA.PROT.XQ","","","","","","","","","","","","","","","","3.5","3.5","3.5",
"Fiji","FJI","CPIA structural policies cluster average (1=low to 6=high)","IQ.CPA.STRC.XQ","","","","","","","","","","","","","","","","3.5","3.666667","3.666667",
"Fiji","FJI","CPIA trade rating (1=low to 6=high)","IQ.CPA.TRAD.XQ","","","","","","","","","","","","","","","","4","4.5","4.5",
"Fiji","FJI","CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)","IQ.CPA.TRAN.XQ","","","","","","","","","","","","","","","","3.5","3.5","3.5",
"Fiji","FJI","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","3.41666666666667","3.483333","3.458333",
"Gambia, The","GMB","CPIA building human resources rating (1=low to 6=high)","IQ.CPA.HRES.XQ","3.5","3.5","3.5","3.5","3.5","3.5","4","4","4","4","4","4","4","4.5","4.5","4.5","4.5","4.5",
"Gambia, The","GMB","CPIA business regulatory environment rating (1=low to 6=high)","IQ.CPA.BREG.XQ","3","3","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3","3","3","3","3",
"Gambia, The","GMB","CPIA debt policy rating (1=low to 6=high)","IQ.CPA.DEBT.XQ","2.5","2.5","2.5","3","3","3","3","3","3","2.5","2.5","2.5","2","2","2","2","2","2.5",
"Gambia, The","GMB","CPIA economic management cluster average (1=low to 6=high)","IQ.CPA.ECON.XQ","3","3","3.33333333333333","3.5","3.5","3.5","3.5","3.33333333333333","3","2.66667","2.16667","2.16666666666667","2.33333333333333","2.33333333333333","2.33333333333333","2.33333333333333","2.5","2.666667",
"Gambia, The","GMB","CPIA efficiency of revenue mobilization rating (1=low to 6=high)","IQ.CPA.REVN.XQ","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3",
"Gambia, The","GMB","CPIA equity of public resource use rating (1=low to 6=high)","IQ.CPA.PRES.XQ","3","3","3","3","3.5","4","4","3.5","3.5","3.5","3","3","3","3","3","3","3","3.5",
"Gambia, The","GMB","CPIA financial sector rating (1=low to 6=high)","IQ.CPA.FINS.XQ","3","3","3","3","3","3.5","3.5","3.5","3.5","3","2.5","2.5","2.5","2.5","2.5","2.5","2","2",
"Gambia, The","GMB","CPIA fiscal policy rating (1=low to 6=high)","IQ.CPA.FISP.XQ","3","3","3.5","3.5","3.5","3.5","3.5","3.5","3","2.5","2","2","2.5","2.5","2.5","2.5","2.5","2.5",
"Gambia, The","GMB","CPIA gender equality rating (1=low to 6=high)","IQ.CPA.GNDR.XQ","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5",
"Gambia, The","GMB","CPIA macroeconomic management rating (1=low to 6=high)","IQ.CPA.MACR.XQ","3.5","3.5","4","4","4","4","4","3.5","3","3","2","2","2.5","2.5","2.5","2.5","3","3",
"Gambia, The","GMB","CPIA policies for social inclusion/equity cluster average (1=low to 6=high)","IQ.CPA.SOCI.XQ","3.1","3.1","3.1","3.2","3.3","3.4","3.5","3.4","3.4","3.4","3.3","3.3","3.3","3.4","3.4","3.4","3.4","3.6",
"Gambia, The","GMB","CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","IQ.CPA.ENVR.XQ","3","3","3","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5",
"Gambia, The","GMB","CPIA property rights and rule-based governance rating (1=low to 6=high)","IQ.CPA.PROP.XQ","3.5","3.5","3.5","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3",
"Gambia, The","GMB","CPIA public sector management and institutions cluster average (1=low to 6=high)","IQ.CPA.PUBS.XQ","2.9","2.9","3","2.9","2.9","3","3.2","3","3","3","2.9","2.9","2.9","3","3","3","3","3",
"Gambia, The","GMB","CPIA quality of budgetary and financial management rating (1=low to 6=high)","IQ.CPA.FINQ.XQ","2.5","2.5","3","3","3","3.5","3.5","3.5","3.5","3.5","3","3","3","3","3","3","3","3",
"Gambia, The","GMB","CPIA quality of public administration rating (1=low to 6=high)","IQ.CPA.PADM.XQ","3","3","3","3","3","3","3.5","3","3","3","3","3","3","3","3","3","3","3",
"Gambia, The","GMB","CPIA social protection rating (1=low to 6=high)","IQ.CPA.PROT.XQ","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","3",
"Gambia, The","GMB","CPIA structural policies cluster average (1=low to 6=high)","IQ.CPA.STRC.XQ","3.33333333333333","3.33333333333333","3.5","3.3","3.33333333333333","3.5","3.66666666666667","3.66666666666667","3.66666666666667","3.5","3.33333","3.33333333333333","3.33333333333333","3.16666666666667","3.16666666666667","3.16666666666667","3","3",
"Gambia, The","GMB","CPIA trade rating (1=low to 6=high)","IQ.CPA.TRAD.XQ","4","4","4","3.5","3.5","3.5","4","4","4","4","4","4","4","4","4","4","4","4",
"Gambia, The","GMB","CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)","IQ.CPA.TRAN.XQ","2","2","2","2","2","2","2.5","2","2","2","2","2","2","2.5","2.5","2.5","2.5","3",
"Gambia, The","GMB","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","3.08333333333333","3.08333333333333","3.23333333333333","3.2","3.25833333333333","3.35","3.46666666666667","3.35","3.26666666666667","3.14167","2.925","2.925","2.96666666666667","2.975","2.975","2.975","2.975","3.066667",
"Georgia","GEO","CPIA building human resources rating (1=low to 6=high)","IQ.CPA.HRES.XQ","4","4","4","4.5","4.5","4.5","4.5","4.5","4.5","","","","","","","","","",
"Georgia","GEO","CPIA business regulatory environment rating (1=low to 6=high)","IQ.CPA.BREG.XQ","4","4.5","5","5.5","5.5","5.5","5.5","5.5","5.5","","","","","","","","","",
"Georgia","GEO","CPIA debt policy rating (1=low to 6=high)","IQ.CPA.DEBT.XQ","4","4.5","5","5","5","5","5","5","5","","","","","","","","","",
"Georgia","GEO","CPIA economic management cluster average (1=low to 6=high)","IQ.CPA.ECON.XQ","4.16666666666667","4.5","4.66666666666667","4.7","4.66666666666667","4.66666666666667","4.66666666666667","4.66666666666667","4.66666666666667","","","","","","","","","",
"Georgia","GEO","CPIA efficiency of revenue mobilization rating (1=low to 6=high)","IQ.CPA.REVN.XQ","4","4","4.5","4.5","4.5","4.5","4.5","4.5","4.5","","","","","","","","","",
"Georgia","GEO","CPIA equity of public resource use rating (1=low to 6=high)","IQ.CPA.PRES.XQ","4","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","","","","","","","","","",
"Georgia","GEO","CPIA financial sector rating (1=low to 6=high)","IQ.CPA.FINS.XQ","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","","","","","","","","","",
"Georgia","GEO","CPIA fiscal policy rating (1=low to 6=high)","IQ.CPA.FISP.XQ","4","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","","","","","","","","","",
"Georgia","GEO","CPIA gender equality rating (1=low to 6=high)","IQ.CPA.GNDR.XQ","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","","","","","","","","","",
"Georgia","GEO","CPIA macroeconomic management rating (1=low to 6=high)","IQ.CPA.MACR.XQ","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","","","","","","","","","",
"Georgia","GEO","CPIA policies for social inclusion/equity cluster average (1=low to 6=high)","IQ.CPA.SOCI.XQ","3.9","4.1","4","4.2","4.2","4.2","4.2","4.1","4.1","","","","","","","","","",
